,tweet_id,tweet_text,image_url,favorites
12,1364599321614688263,Nice window/shelf set up. Good plant. Biggie. Snoop’s wine is 19 Crimes. 10/10 @DrJasonJohnson https://t.co/8O3q6SXXJb,http://pbs.twimg.com/media/EvAH2UOVEAQhZdp.jpg,1600
13,1364591593861255168,Great light. Plant. Spacing. Objects. Books. We prefer fewer horizontal but clear 10/10. @MsPackyetti https://t.co/15ECUu1Ees,http://pbs.twimg.com/media/EvAA0eXVIA0_r0k.jpg,572
14,1364572331822047232,Lighting. Flowers. Clock. Overcoming obstacles. 10/10 @HavenShepherd https://t.co/4S4rg2egY0,http://pbs.twimg.com/media/Eu_vTPrUUAkAhGN.jpg,289
15,1364428781285384199,Love the depth/perspective. Great plant. Art. Lower it on left. 9/10 @alexi https://t.co/CK7RyNpSNZ,http://pbs.twimg.com/media/Eu9svnVUYAUXiGE.jpg,435
16,1364428174436655104,Room Rater Update. @PhilipRucker has new flowers to coordinate with the orchid and his tie. 10/10 https://t.co/DCQGoPIt93,http://pbs.twimg.com/media/Eu9sMPIVoAQrFMq.jpg,2132
17,1364406860887908352,Good depth. Pillow. Art. Add more back left. 9/10 @Ateevm https://t.co/LlXxer2oxL,http://pbs.twimg.com/media/Eu9YzuCVIAAhr1C.jpg,86
18,1364381792518594564,Well composed. Good balance. Nice plant work. Art. 9/10 @ReneeMerrifiel3 @GlobalBC #bcpoli https://t.co/dT5Ckxox5x,http://pbs.twimg.com/media/Eu9CAVNU4AArBmq.jpg,146
19,1364376508953882626,Blinds. Flags. Hypocrisy.     0/10 @senrobportman https://t.co/c11kluaDwT,http://pbs.twimg.com/ext_tw_video_thumb/1364376452544622596/pu/img/pJO6siMW0UfyzXJI.jpg,918
20,1364374905341370368,We are suckers for a baby grand. Love the blue eye art. Lamp. Nice blinds. 10/10 @AshaRangappa_ https://t.co/kbHQwh8KC7,http://pbs.twimg.com/media/Eu87vViU4AAYNTC.jpg,1530
21,1364323942152822789,Bars are points. Some lighting issues but David Bowie print brings it up to 9/10 @Z_Everson https://t.co/xUIJxgA3lG,http://pbs.twimg.com/media/Eu8NZNDUUAMngfE.jpg,664
22,1364262345648734212,Good book &amp; object wall. Lamp. Water bottles. Work on lighting. Reframe to crop drop ceiling. 7/10 @MarkWarner https://t.co/8w2vUcsP9d,http://pbs.twimg.com/media/Eu7VXxUUUAEPfan.jpg,138
23,1364261691127590912,Pleasant shelf setup. Well lit. Strong plant game. Add art/element to the right. 8/10 @SSkenderis @cbchh #CBCNN https://t.co/O1kDLFxxOQ,http://pbs.twimg.com/media/Eu7UxvEUYAIzU2l.jpg,104
24,1364231401256546308,Great plant work. Natural lighting. Maps are art. Rubix cube. Watch book leaners. 9/10 @DashaBurns https://t.co/iWXQhidvbn,http://pbs.twimg.com/media/Eu65OerVkAIG2c8.jpg,408
25,1364227719546871810,Love the art. Baby Yoda. Fun. Raise camera height/reframe. Hard to beat 8/10 until that’s fixed. @LaMonicaBuzz https://t.co/A2DuumE376,http://pbs.twimg.com/media/Eu614SCUcAIagVj.jpg,111
26,1364223552157720577,Consistent. Design focused. Color game is tops.  Two for two. 10/10 @ashishkjha https://t.co/9YkSMTX7nS,http://pbs.twimg.com/media/Eu6yFj5U4AAH1aa.jpg,989
27,1364219154849431557,Room Rater Book Club. Love the art. Flowers. Add another element. 9/10 @katadams68 https://t.co/kjTVAT6FUJ,http://pbs.twimg.com/media/Eu6uFyjVgAcTpWS.jpg,90
28,1364207899061325826,Love the desk/cabinet. Globes are points. Art. Too many doors. Minor cord violation. 7/10 @JobyWarrick https://t.co/P1yt1pOlGW,http://pbs.twimg.com/media/Eu6j2ooU4AQaBwl.jpg,142
29,1364050744593309696,"For the love of god, please paint. 4/10 @SenBlumenthal https://t.co/W3MeaVg3ge",http://pbs.twimg.com/media/Eu4U609VIAkg_zS.jpg,1226
30,1364039802354429952,Rare covid cabin kitchen setup. Electric stove. Flowers. Cord violation. 9/10 @susannecraig https://t.co/0VULVurSrh,http://pbs.twimg.com/media/Eu4K-CxVIAAqqyF.jpg,644
31,1364035743442558979,Room Rater Fluffy Rooms. This seems wonderfully surreal after the last 4 years. 10/10 #ChampBiden #MajorBiden @POTUS https://t.co/5gVZcmUpgI,http://pbs.twimg.com/media/Eu4HR14VIAQmEBT.jpg,35516
32,1364034666462814209,Good bookwalls. Rug. Smallish art. Add/balance light. 8/10 @aecoppock https://t.co/ySvbf2xOGo,http://pbs.twimg.com/media/Eu4GTKQVoAIBKjJ.jpg,113
33,1364034250735906819,New composition. Fish art. Great plant. Pelosi pic. Bobblehead. 10/10 @SenWhitehouse https://t.co/uUVj8OgbXS,http://pbs.twimg.com/media/Eu4F68qVcAIii6s.jpg,991
34,1364033785524748288,Globe. Service flag. Assume that’s an Airbus A320. 9/10 @Captsully https://t.co/tczQTPI13S,http://pbs.twimg.com/media/Eu4Ff5PVEAAcdvc.jpg,486
35,1364027004803162123,Love the Asian art. Buddhas are always points. Add a red vase. 9/10 @reggcohn https://t.co/SxU1Pvr5sO,http://pbs.twimg.com/media/Eu3_VMDU4AEEOV-.jpg,264
36,1363980019878359041,Checking in. Art. Shapes. Colors. Logs. Bear. 10/10 @ktbenner https://t.co/DK3eDd09uo,http://pbs.twimg.com/media/Eu3UmO_UYAAnQc7.jpg,658
37,1363971160744947715,Room Rater Innis Weissman Update. @AWeissmann_ ‘s English Springer Spaniel makes an appearance. https://t.co/dc151J9c5c,http://pbs.twimg.com/ext_tw_video_thumb/1363971096253374464/pu/img/_EipKKBPpuyWNJOL.jpg,858
38,1363965997309329408,Orchid power. The Loft from Heaven. So good there’s a tee shirt. @AWeissmann_ 10/10 https://t.co/GyM98zlnFa https://t.co/8brdW5R8MZ,http://pbs.twimg.com/media/Eu3H18fU4AQ34ZC.jpg,289
39,1363959153996177414,Room Rater Cake Update. @clairecmc Our Investigative Unit is working to determine what type. 10/10 https://t.co/C1BdFfaomd,http://pbs.twimg.com/media/Eu3Bnm4U4AYETC4.jpg,3486
40,1363902152121360387,Good bookshelf set up. Strong plant placement. Need another element at left/show art. 8/10 @Sifill_LDF https://t.co/jRlG3JrYwW,http://pbs.twimg.com/media/Eu2Nxt2VkAIhM24.jpg,172
41,1363896220960231425,Decent ex CEO setup. Silver cup. Try to light up chair.  8/10 @JeffImmelt https://t.co/LRgUKArJmH,http://pbs.twimg.com/media/Eu2IYfdVkAA4xLM.jpg,75
42,1363861674688581633,Top doc room. Maps are art. Flawless curation. 10/10 @ashishkjha https://t.co/01fxcjFvVw,http://pbs.twimg.com/media/Eu1o9mlVEAQesvA.jpg,985
43,1363857693291671555,Good balance between left and right. Love the vase/succulent. Deduction for multiples of book. 9/10 @NickTroiano https://t.co/MDZJvAtOxh,http://pbs.twimg.com/media/Eu1lV4vVgAE33e0.jpg,113
44,1363856119563575297,Love the treasure chest. Nice art. Owls are points. Use non overhead lighting. 8/10 @SRuhle https://t.co/FEW8WkdrEl,http://pbs.twimg.com/media/Eu1j6SjVIAItPCz.jpg,678
45,1363844535059628034,Well composed. Diplomas are art. Plant. Clock is points. Soften lighting. 9/10 @UREssien https://t.co/z7wOI18ecR,http://pbs.twimg.com/media/Eu1ZYAMUUAMg_A7.jpg,365
46,1363680292108599300,Room Rater Happy Birthday.  @StationCDRKelly  and @CaptMarkKelly were born on this day in 1964. https://t.co/uAx3OWvb6k,http://pbs.twimg.com/media/EuzD_2AVcAIzm3F.jpg,2874
47,1363665113224339458,Stay tuned. https://t.co/tTQXSjUWBF https://t.co/EWKRyL3RV0,http://pbs.twimg.com/media/Euy2MSNU4AAusSP.jpg,222
48,1363646746279112704,An early contender for Room Rater Best Ceiling of 2021. Glorious room. 10/10 @RepDebDingell https://t.co/Q1Tx3YsH9p,http://pbs.twimg.com/media/EuylfHtUcAMHhqy.jpg,1112
49,1363638069572734978,Nicely stuffed. Not much room left in the overhead. Love the airplanes. Dolls. 9/10 @MarySchiavo https://t.co/cPTd0iZsjD,http://pbs.twimg.com/media/EuydmE5VgAEf3do.jpg,170
50,1363632653023416320,Is that a working Smith Corona? Great bookcase with depth. Cartoon art. Minor cord violation.  9/10 @AlasdairRoberts https://t.co/CaHAmL9xot,http://pbs.twimg.com/media/EuyYq5BU4AAdUZo.jpg,229
51,1363625432092790786,Room Rater Heritage Moment. A 10/10 twenty-six years in the making. @keithbaldrey @GlobalBC https://t.co/pG4ECZCLzO,http://pbs.twimg.com/media/EuySGd8UUAEn8QM.jpg,406
52,1363623211963850752,Pineapple. The bird is the word. Classic. 10/10 @IggyPop https://t.co/2iMahyL1iL,http://pbs.twimg.com/ext_tw_video_thumb/1363623144578183171/pu/img/cAyodDMWz9zqXfkN.jpg,577
53,1363620031813197826,Checking in with the Hoovalons. New room. Great lamp work. 10/10 @MargaretHoover @JohnAvlon https://t.co/1cSjcTedWb https://t.co/PPJKQRYyC6,http://pbs.twimg.com/media/EuyNMHyVkAABN8c.jpg,261
54,1363551207772495872,Lights just back on. Still boiling water. All with kids and other journalists camping out. 10/10 @eramshaw https://t.co/WWUYYvJiij,http://pbs.twimg.com/media/EuxOmDuUUAMf9zJ.jpg,347
55,1363543346237464582,Great bookwall. Lighting. French doors. Cartoons are art. Show your Pulitzers. 10/10 @davidhorsey https://t.co/xyAq5PPW2f,http://pbs.twimg.com/media/EuxHcjXUYAgDKzv.jpg,228
56,1363542510635683842,Couda Wouda Shouda. Raise camera height/reframe. We’ll rerate. 3/10. @AlCardenasFL_DC https://t.co/sWwTVaHcEM,http://pbs.twimg.com/media/EuxGr85UcAAf7wl.jpg,367
57,1363524157149913089,Best composition yet. Nailed the lighting. Plant work. We love stair views. 10/10 @JRubinBlogger https://t.co/IRHNHsaAcU,http://pbs.twimg.com/media/Euw1_hGVoAYItvH.jpg,1711
58,1363523399499218944,Love the salon style wall. Well angled for depth. Add a tall plant. 9/10 @daycathy https://t.co/zid4uRPijb,http://pbs.twimg.com/media/Euw1ThWVkAM8p1J.jpg,187
59,1363522917598781445,Nice Emmys. Good lamp work. Is that a doggie bed? Use brighter pillows. 8/10 @JaneFerguson5 https://t.co/6Dv33yFmIz,http://pbs.twimg.com/media/Euw03cYUYAM7x8R.jpg,179
60,1363522453322887171,Back at the covid cabin. We love knotty pine. Add flowers. 8/10 @SangerNYT https://t.co/bJqQ6JxKoB,http://pbs.twimg.com/media/Euw0cdsUcAI8iwm.jpg,90
61,1363517808546508800,Room Rater Fluffy Rooms. Vagina T. Fireball has an anti bird-killing collar. What a good girl. 10/10 @ejeancarroll https://t.co/NrtEtcJ4K4,http://pbs.twimg.com/media/EuwwOEwUcAEGzSS.jpg,624
62,1363515560932167680,"Room Rater Rotten Pineapple Update. Dumb Dumb, meth and guns. Party on. 0/10 @DonaldJTrumpJr https://t.co/6ZmGTicaJf https://t.co/iqA9luNDTr",http://pbs.twimg.com/media/EuwuLQgVcAQF4M7.jpg,1409
63,1363515522504032258,Pillows. Vase. Art. Lower camera height/reframe. 7/10 #susanmolinari https://t.co/bC37XNu1xZ,http://pbs.twimg.com/media/EuwuI6oVoAASiQB.jpg,70
64,1363513889099452418,Art. Books. Twigs. Conch shell is points. Well framed. 10/10 @MariaTeresa https://t.co/ooMcwEcHzJ,http://pbs.twimg.com/media/Euwsp0WVkAIuMCn.jpg,548
65,1363509098747101186,Good book set up with flowers. Elephant. Donkey. Pro tip: spacing is key. 10/10 @zannymb https://t.co/VrvPQi6ddr,http://pbs.twimg.com/media/EuwoTF1UYAAjJSF.jpg,185
66,1363508320238137348,Good book/object set up. Points for scale model of Mitch. Louisville slugger. Work on lighting. 8/10 @RepJohnYarmuth https://t.co/cHlgF2o2vz,http://pbs.twimg.com/media/Euwnlr3VoAsfyp9.jpg,264
67,1363357056229498884,Embrace the green. Art. Composition. Dramatically lit. First @propublica 10/10 for @KiahCollier https://t.co/JLXwB61wmL,http://pbs.twimg.com/media/EuueA6hVEAM_o0J.jpg,536
68,1363351608025747458,Plants. Books. Wheaties box is art. Wainscoting. 9/10 @DerrickNAACP https://t.co/dpFrDibtUf,http://pbs.twimg.com/media/EuuZD1FVkAUA1W_.jpg,400
69,1363344803052670980,Lights. Pillows. Depth. A calendar. Always artful. 10/10 @Maria_Hinojosa https://t.co/hEnb51eW3G,http://pbs.twimg.com/media/EuuS3uXVkAIt9_y.jpg,492
70,1363343949159522305,Good Shoji screen use. LPs are points. Add light. 8/10 @Astrid_NV https://t.co/7ycQAzVy4D,http://pbs.twimg.com/media/EuuSGBgVoAAFnvW.jpg,167
71,1363328504234795011,RT @AngryAnnabella: @ratemyskyperoom @bpopken I made a version that is slightly less scary. https://t.co/W53bNE0RE1,http://pbs.twimg.com/media/EuuDw2QVoAEXriZ.jpg,0
72,1363324656892088321,Art. Vaguely threatening plant. Needs a little more. 7/10 @bpopken https://t.co/vHGoaPkkO6,http://pbs.twimg.com/media/EuuAjMHVkAAIpMJ.jpg,612
73,1363311376962252801,Canadian Quarantine Day 2.  Dinner. Thai chicken with peanut sauce from scratch. https://t.co/YuWax6fnxX https://t.co/v7cykwEOdR,http://pbs.twimg.com/media/Eut0eCDVIAU58CB.jpg,248
74,1363308588635054082,Checking in. Great flower work. Mirror. Ready to go back to school with the #AmericanRescuePlan 10/10 @rweingarten https://t.co/9lTJvDvNBO,http://pbs.twimg.com/media/Eutx7xzU4AIXsDO.jpg,349
75,1363306471547539461,Limited potential flat set up. See @mayawiley for room ideas. 6/10 @achangnyc https://t.co/WX4clkU9fn,http://pbs.twimg.com/media/EutwAhZVEAELXy4.jpg,83
76,1363305625963307012,Decent wall. Smallish art. We recommend made bed on spare room set ups. 6/10 @NormBChamp https://t.co/EeTyTysrSZ,http://pbs.twimg.com/media/EutvPavUcAASmYY.jpg,114
77,1363304339809296387,Decent book set up. Show more wall and add art to it. 7/10 @b_momani https://t.co/vsVSTI69yM,http://pbs.twimg.com/media/EutuEk6VgAI7Y6g.jpg,92
78,1363303798358249474,Very interesting artwork. Metal? Add a plant. Lamp. Pull away from wall a bit. 7/10 @David_Soucie https://t.co/fc5RCqEj2F,http://pbs.twimg.com/media/Euttk71UUAMw8z7.jpg,106
79,1363278959614517253,Door. Books. Art. Basics covered but it’s not quite @RichardEngel’s style methinks. 8/10 https://t.co/K2HGqN1cOQ,http://pbs.twimg.com/media/EutW_PcUcAEN6To.jpg,229
80,1363259777908756481,Roaring fire. Depth. Rare double stair view. There’s even a pillow. 10/10 @MayaRCummings https://t.co/kVlMgOfgK1,http://pbs.twimg.com/media/EutFioBVoAEbbU4.jpg,1052
81,1363243448157921281,Young. Don Young. 0/07 @repdonyoung  https://t.co/ESKZhAgqbh https://t.co/9LWsbFw3Be,http://pbs.twimg.com/media/Eus2sKOVIAEYNz6.jpg,128
82,1363243067034136578,Well composed. We love blue walls. Art. Frames. Strong plant/flower game. 10/10 @kathleenmonk @PnPCBC https://t.co/hBksIsNbTI,http://pbs.twimg.com/media/Eus2V-PVkAAzvSg.jpg,277
83,1363238367287119872,That chair. We are pro spear. Orchid. Color. This room is a ten with a glare. 9/10 for now. @Law_Mana https://t.co/ME9xnUsReb,http://pbs.twimg.com/media/EusyEXTUcAAZhTS.jpg,362
84,1363214748922253312,Classic. Flowers. Asian art. We love secretary’s desks. Natural &amp; added light. 10/10 @agearan https://t.co/xKCLpkSgOf,http://pbs.twimg.com/media/EuscljgVoAA3dHC.jpg,1550
85,1363203693223444481,Love the right. Buddhas are points. Left needs another element. 8/10 @victoriaarbiter https://t.co/vYFyega7ap,http://pbs.twimg.com/media/EusSiC5U4AImR04.jpg,152
86,1363175351518588930,"Canadian Quarantine Day 2. Breakfast first, work on book proposal next. https://t.co/5JNl3qguOW https://t.co/g1MUJYdjMg",http://pbs.twimg.com/media/Eur4wQkVIAAeSsS.jpg,360
87,1363168600811479040,Love the pattern in back. Plant. Twigs. Raise camera to skull level/reframe. 8/10 @JonCampbellGAN https://t.co/6aXEcfboSR,http://pbs.twimg.com/media/EurynYvVEAICUeQ.jpg,176
88,1363164851502129162,Good set up. All the right books. Clock is points. Adjust lighting. 9/10 @jamestalarico https://t.co/vL8d5Iysa6,http://pbs.twimg.com/media/EurvNKVVgAAhGTv.jpg,303
89,1363159998616899585,Yes. We did our version.... https://t.co/3wLWBbxClU https://t.co/iNXpvbRA2z,http://pbs.twimg.com/media/EurqypjUYAMouqu.jpg,418
90,1363156806642532352,Hydrangeas. Drapes. Ted Cruz’s member of Congress. Stayed and worked for constituents. 9/10 @RepFletcher https://t.co/KFz5nCdkmS,http://pbs.twimg.com/media/Eurn5BEVkAUs4dL.jpg,879
91,1363153536377257986,Plant. Inset shelves. Reposition camera to our left/reframe. Want more yellow. 7/10 @DoctorDarienMD https://t.co/zeTuZqaQZp,http://pbs.twimg.com/media/Eurk6ndUYAAbuGD.jpg,156
92,1363141451794706433,Room Rater Happy Birthday.  #SidneyPoitier was born on this day in 1927. https://t.co/BV8qXigU3b,http://pbs.twimg.com/media/EurZ7PcVoA0pJKZ.jpg,5729
93,1363140208682692611,Room Rater Happy Birthday. Mitch McConnell was born this day in 1942. https://t.co/j0mlvJfc6m,http://pbs.twimg.com/media/EurYy2lVgAUlOYE.jpg,475
94,1363131659088842758,Well balanced. Lamp. Good plant work. Update window treatment. 8/10 @JakeKESQ https://t.co/NxSZunjqb8,http://pbs.twimg.com/media/EurRBHhVkAYhi5W.jpg,185
95,1363109801522196486,Love the art. Would love peek at piece on left. Big bricks. Work on lighting. 8/10 @aliarouzi https://t.co/IjmKVRa06O,http://pbs.twimg.com/media/Euq9I0mUUAQ3SF0.jpg,207
96,1363103732687233026,Decent book set up. What’s in green box. Union posters are art. Add to bottom shelf. 8/10 @rahnamepting https://t.co/W7XUKppIfL,http://pbs.twimg.com/media/Euq3nknVgAAJLym.jpg,239
97,1363102634912092167,Hotels happen. Vertical lines. Turn on lamp. When’s check-out? 6/10 @carloslcurbelo https://t.co/7LdiFSQNvP,http://pbs.twimg.com/media/Euq2nHTU4AA6CWc.jpg,161
98,1362940867045064713,Frame wall. Our first Waffle House blanket. Minor cord violation. 7/10 @WCraigFugate https://t.co/jptKRUu1al,http://pbs.twimg.com/media/EuojflFUUAYH5ve.jpg,334
99,1362939222496219136,Love the wooden file cabinet. Don’t block the art. Ixnay the printer. 7/10 @chavezlinda https://t.co/1CalnirrtP,http://pbs.twimg.com/media/Euoh_3mUYAUqU5D.jpg,159
100,1362902329968660483,"Greetings from Port Moody, BC #ReUniteRoomRater https://t.co/tk8Bb5GpUm",http://pbs.twimg.com/media/EuoAcTnVkAEIOs4.jpg,626
101,1362891329152245761,Pro wallpaper. We love stair views. Nice glass piece. Artful. 10/10 @ericswalwell https://t.co/qDYvchs1Mn,http://pbs.twimg.com/media/Eun2cGXUYAEzR_O.jpg,1796
102,1362890823839358978,Between two lamps. Love the mirror. Chair. Add a plant. 9/10 @KeishaBottoms https://t.co/Bcs7sjpebQ,http://pbs.twimg.com/media/Eun1-nwVoAEX9JZ.jpg,322
103,1362890277619343361,Love the green hutch. Books /pics. Show us more of the art. 7/10 @mkhammer https://t.co/zIUNnMZ1bb,http://pbs.twimg.com/media/Eun1e8zVgAINrg4.jpg,122
104,1362889127302078467,Room Rater Update. @PhilipRucker has fresh flowers. 10/10 https://t.co/7f7LedgByC,http://pbs.twimg.com/media/Eun0b3uU4AEImaY.jpg,1936
105,1362853107026124803,Love a good wall treatment. Angle. Lighting. Plants. Colors. 10/10 @mollymhunter https://t.co/yDPNScF3eE,http://pbs.twimg.com/media/EunTrOCVcAIJefP.jpg,202
106,1362850104399392768,Basic corner set up. Decent inset shelf. Right a bit haphazard. 7/10 @MichaelBennet https://t.co/tj4OL7j2dL,http://pbs.twimg.com/media/EunQ8d4VkAAGjvN.jpg,137
107,1362849505222123524,Love the wall. Plant. Is that a loveseat? 10/10 @SecondGentleman #NationalCaregiversDay https://t.co/qVPzPM1hKc,http://pbs.twimg.com/media/EunQZoPVcAABItX.jpg,2912
108,1362847386293334019,Room Rater Congratulations on 25 years. #AmyGoodman #democracynow 10/10 https://t.co/ItG1NwQDld,http://pbs.twimg.com/media/EunOeWuVgAIkavq.jpg,191
109,1362846336895225856,The lamp really ties the room together. 10/10 @evanasmith https://t.co/gbCtyZjBpK https://t.co/XRLZB5Uwjh,http://pbs.twimg.com/media/EunNhIRVEAAMfmk.jpg,229
110,1362844700005163008,Lovely abstract art. Concrete is under appreciated. Cool lamp. Flowers. 9/10 @sarahmucha https://t.co/mkO0Z7W2Hl,http://pbs.twimg.com/media/EunMCBGVIAEYWYo.jpg,149
111,1362832918930857990,Room Rater Fluffy Room. One of the best stair views ever. Magnificent windows. Flowers. @PickliciousF for the 10/10. https://t.co/gWTY8nWwuy,http://pbs.twimg.com/media/EunBUOfVEAIAA6T.jpg,774
112,1362811969753948160,Depth. French doors. Rocking chair. Statuettes. Art by Hieronymus Bosch. 10/10 #DrHowardNjoo @GlobalBC https://t.co/83ArjZcxLl,http://pbs.twimg.com/media/EumuQwdU4AIC52S.jpg,158
113,1362805264848617480,Love the art. Clock. Pillows. Back camera up a smidge. 9/10 @RepLoisFrankel https://t.co/yvkHgdJiH7,http://pbs.twimg.com/media/EumoKdbVIAIqaHA.jpg,272
114,1362792252343414786,RT @ratemyskyperoom: Well composed. Taking right steps but more is needed. Light. Art. Color. 8/10 @JimHendren1 https://t.co/uIFXjLNm4c,http://pbs.twimg.com/media/Eul4FioVEAYz6gi.jpg,0
115,1362787525127938050,The broader view works. Love the simple yet effective composition. 10/10 @jolingkent https://t.co/1X660GV3vZ https://t.co/XwFK9ToVNI,http://pbs.twimg.com/media/EumYB2TUUAgLD03.jpg,362
116,1362765433653268494,Dramatic black and white photo. Trust us that’s art. Flowers help. 8/10 @ShaneGoldmacher https://t.co/3vpntTMFtR,http://pbs.twimg.com/media/EumD8DBVIAICk6m.jpg,97
117,1362763984449859586,New view. Flowers. Great mirror. Well composed. Travel books for the win. 10/10 @kurtbardella https://t.co/fJmOeIpLVW,http://pbs.twimg.com/media/EumCnrLUYAY3YVE.jpg,418
118,1362762089534644227,Room Rater Update. @jacobsoboroff has fresh flowers. 9/10 https://t.co/UCHmoHrWgh,http://pbs.twimg.com/media/EumA5V-VoAQkyed.jpg,1062
119,1362760614381309952,Lighting is art. Shapes. Love framed piece. Turn on second lamp. 9/10 @MelissaBellCNN https://t.co/DSevDYEWOr,http://pbs.twimg.com/media/Eul_jegVEAcveuM.jpg,187
120,1362759593315606536,Love the wood. Want to see more of art. Flowers. Crop our right/reframe. 8/10 @AnnaDeavereS https://t.co/hdCl6xKtqj,http://pbs.twimg.com/media/Eul-oHDUYAkK315.jpg,127
121,1362758745948758016,Where we started. Where we are. 9/10 @Elise_Jordan https://t.co/o0Ek1tc2zM https://t.co/JQRSFwBB9d,http://pbs.twimg.com/media/Eul92qEVkAMQONF.jpg,278
122,1362755522118606850,Nice book set up. Joy is an act of resistance. Love that. Square up frame/crop left. 8/10 @norrindahayat https://t.co/zrY1GbZbVq,http://pbs.twimg.com/media/Eul67JPVEAA0TB6.jpg,201
123,1362754780792115208,Large plant. Orchid power. White a bit too stark. Pullback a tad. 9/10 @KronMoore https://t.co/R2zc5zHnAQ,http://pbs.twimg.com/media/Eul6QARVcAQDHoD.jpg,147
124,1362752401397059585,Well composed. Taking right steps but more is needed. Light. Art. Color. 8/10 @JimHendren1 https://t.co/uIFXjLNm4c,http://pbs.twimg.com/media/Eul4FioVEAYz6gi.jpg,142
125,1362750324310568967,Great window set up. Perfect color. Plant work. Nice lamp. 10/10 @MattMcBradley https://t.co/IaTceIBvv2,http://pbs.twimg.com/media/Eul2Mb6U4AMxQUj.jpg,640
126,1362629826075496449,Art. Simple composition. Few books. Plant. We are pro transom. 8/10 @josh_wingrove https://t.co/lPqyabnNaQ,http://pbs.twimg.com/media/EukImlZVEAQM4G_.jpg,176
127,1362627526225367045,Another gun nut. Has more books than @laurenboebert   0/10 https://t.co/KQwzl96pRU,http://pbs.twimg.com/media/EukGgzfU4AA4Alb.jpg,5980
128,1362622163375726597,Breaking News. Innis the English Springer Spaniel makes an appearance. 10/10 @AWeissmann_ https://t.co/RBLTmTqDc4,http://pbs.twimg.com/ext_tw_video_thumb/1362622103539785735/pu/img/W_m-hoUGmwxwBV1r.jpg,1024
129,1362619259541594112,Great bookwall. Pillows. Patterns. Would love a closer look at art/arch at left. 10/10 @wendydavis https://t.co/PWzurjNaXm,http://pbs.twimg.com/media/Euj-_f3U4AIT-xO.jpg,466
130,1362617071058575361,Good football centered setup. Helmets are art. Minor cord violation. 8/10 @CDCarter13 https://t.co/XEwxBxX7Ri,http://pbs.twimg.com/media/Euj9AEQVoAEU0uC.jpg,164
131,1362578785632022533,It ain’t Cancun but we’ll take it. #ReUniteRoomRater We did it! https://t.co/wzOYBN8wZu https://t.co/4MG4i3eLpJ,http://pbs.twimg.com/media/EujaLUJVIAITlQO.jpg,555
132,1362521204637143040,We love brick. Blue walls are our favourite. Flowers. Crop left side/add element to the right. 8/10 @globalgamechngr https://t.co/tdT4Hw2hkY,http://pbs.twimg.com/media/Euil0H7VEAAh2ZQ.jpg,139
